raw_text,station_id,issue_time,bulletin_time,valid_time_from,valid_time_to,remarks,latitude,longitude,elevation_m,fcst_time_from_1,fcst_time_to_1,change_indicator_1,time_becoming,probability_1,wind_dir_degrees_1,wind_speed_kt_1,wind_gust_kt_1,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_1,altim_in_hg,vert_vis_ft,wx_string_1,not_decoded,sky_cover_1,cloud_base_ft_agl_1,cloud_type_1,sky_cover_2,cloud_base_ft_agl_2,cloud_type_2,sky_cover_3,cloud_base_ft_agl_3,cloud_type_3,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_2,fcst_time_to_2,change_indicator_2,time_becoming,probability_2,wind_dir_degrees_2,wind_speed_kt_2,wind_gust_kt_2,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_2,altim_in_hg,vert_vis_ft,wx_string_2,not_decoded,sky_cover_4,cloud_base_ft_agl_4,cloud_type_4,sky_cover_5,cloud_base_ft_agl_5,cloud_type_5,sky_cover_6,cloud_base_ft_agl_6,cloud_type_6,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_3,fcst_time_to_3,change_indicator_3,time_becoming,probability_3,wind_dir_degrees_3,wind_speed_kt_3,wind_gust_kt_3,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_3,altim_in_hg,vert_vis_ft,wx_string_3,not_decoded,sky_cover_7,cloud_base_ft_agl_7,cloud_type_7,sky_cover_8,cloud_base_ft_agl_8,cloud_type_8,sky_cover_9,cloud_base_ft_agl_9,cloud_type_9,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_4,fcst_time_to_4,change_indicator_4,time_becoming,probability_4,wind_dir_degrees_4,wind_speed_kt_4,wind_gust_kt_4,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_4,altim_in_hg,vert_vis_ft,wx_string_4,not_decoded,sky_cover_10,cloud_base_ft_agl_10,cloud_type_10,sky_cover_11,cloud_base_ft_agl_11,cloud_type_11,sky_cover_12,cloud_base_ft_agl_12,cloud_type_12,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_5,fcst_time_to_5,change_indicator_5,time_becoming,probability_5,wind_dir_degrees_5,wind_speed_kt_5,wind_gust_kt_5,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_5,altim_in_hg,vert_vis_ft,wx_string_5,not_decoded,sky_cover_13,cloud_base_ft_agl_13,cloud_type_13,sky_cover_14,cloud_base_ft_agl_14,cloud_type_14,sky_cover_15,cloud_base_ft_agl_15,cloud_type_15,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_6,fcst_time_to_6,change_indicator_6,time_becoming,probability_6,wind_dir_degrees_6,wind_speed_kt_6,wind_gust_kt_6,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_6,altim_in_hg,vert_vis_ft,wx_string_6,not_decoded,sky_cover_16,cloud_base_ft_agl_16,cloud_type_16,sky_cover_17,cloud_base_ft_agl_17,cloud_type_17,sky_cover_18,cloud_base_ft_agl_18,cloud_type_18,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_7,fcst_time_to_7,change_indicator_7,time_becoming,probability_7,wind_dir_degrees_7,wind_speed_kt_7,wind_gust_kt_7,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_7,altim_in_hg,vert_vis_ft,wx_string_7,not_decoded,sky_cover_19,cloud_base_ft_agl_19,cloud_type_19,sky_cover_20,cloud_base_ft_agl_20,cloud_type_20,sky_cover_21,cloud_base_ft_agl_21,cloud_type_21,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_8,fcst_time_to_8,change_indicator_8,time_becoming,probability_8,wind_dir_degrees_8,wind_speed_kt_8,wind_gust_kt_8,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_8,altim_in_hg,vert_vis_ft,wx_string_8,not_decoded,sky_cover_22,cloud_base_ft_agl_22,cloud_type_22,sky_cover_23,cloud_base_ft_agl_23,cloud_type_23,sky_cover_24,cloud_base_ft_agl_24,cloud_type_24,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c
TAF VOAT 050200Z 0503/0512 23015KT 5000 BR SCT015 BKN080,VOAT,2025-07-05T02:00:00Z,2025-07-05T02:00:00Z,2025-07-05T03:00:00Z,2025-07-05T12:00:00Z,,10.824,72.176,5,2025-07-05T03:00:00Z,2025-07-05T12:00:00Z,,,,230,15,,,,,3.11,,,BR,,SCT,1500,,BKN,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF VOSH 050200Z 0503/0512 25010KT 6000 SCT008 SCT012 BKN080 TEMPO 0506/0512 5000 RA DZ,VOSH,2025-07-05T02:00:00Z,2025-07-05T02:00:00Z,2025-07-05T03:00:00Z,2025-07-05T12:00:00Z,,13.857,75.615,654,2025-07-05T03:00:00Z,2025-07-05T12:00:00Z,,,,250,10,,,,,3.73,,,,,SCT,800,,SCT,1200,,BKN,8000,,,,,,,,,,,,,,2025-07-05T06:00:00Z,2025-07-05T12:00:00Z,TEMPO,,,,,,,,,3.11,,,RA DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF KRDR 050200Z 0502/0608 33010KT 9999 BKN100 QNH2965INS TEMPO 0505/0507 35010G20KT -SHRA BKN020 BECMG 0508/0509 34010G20KT 9999 SCT020 QNH2975INS BECMG 0601/0602 35010KT 9999 NSW FEW030 QNH2978INS TX26/0523Z TN19/0512Z LAST NO AMDS,KRDR,2025-07-05T02:00:00Z,2025-07-05T02:00:00Z,2025-07-05T02:00:00Z,2025-07-06T08:00:00Z,,47.9477,-97.4029,276,2025-07-05T02:00:00Z,2025-07-05T08:00:00Z,,,,330,10,,,,,6+,,,,,BKN,10000,,,,,,,,,,,,,,,,,,,,2025-07-05T05:00:00Z,2025-07-05T07:00:00Z,TEMPO,,,350,10,20,,,,,,,-SHRA,,BKN,2000,,,,,,,,,,,,,,,,,,,,2025-07-05T08:00:00Z,2025-07-06T01:00:00Z,BECMG,1751706000,,340,10,20,,,,6+,,,,,SCT,2000,,,,,,,,,,,,,,,,,,,,2025-07-06T01:00:00Z,2025-07-06T08:00:00Z,BECMG,1751767200,,350,10,,,,,6+,,,NSW,,FEW,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF VECO 050200Z 0503/0512 08005KT 3500 -RA HZ SCT018 BKN090 TEMPO 0506/0510 2000 TSRA SCT015 FEW025CB OVC090,VECO,2025-07-05T02:00:00Z,2025-07-05T02:00:00Z,2025-07-05T03:00:00Z,2025-07-05T12:00:00Z,,26.331,89.467,48,2025-07-05T03:00:00Z,2025-07-05T12:00:00Z,,,,80,5,,,,,2.17,,,-RA HZ,,SCT,1800,,BKN,9000,,,,,,,,,,,,,,,,,2025-07-05T06:00:00Z,2025-07-05T10:00:00Z,TEMPO,,,,,,,,,1.24,,,TSRA,,SCT,1500,,FEW,2500,CB,OVC,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF VEUK 050200Z 0503/0512 26005KT 2500 BR BKN016 BKN090 BECMG 0504/0506 21006KT 4000 HZ SCT018 BKN100,VEUK,2025-07-05T02:00:00Z,2025-07-05T02:00:00Z,2025-07-05T03:00:00Z,2025-07-05T12:00:00Z,,20.0976,83.1838,205,2025-07-05T03:00:00Z,2025-07-05T04:00:00Z,,,,260,5,,,,,1.55,,,BR,,BKN,1600,,BKN,9000,,,,,,,,,,,,,,,,,2025-07-05T04:00:00Z,2025-07-05T12:00:00Z,BECMG,1751695200,,210,6,,,,,2.49,,,HZ,,SCT,1800,,BKN,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF SBIH 050147Z 0506/0518 02005KT 9999 FEW012 TN23/0509Z TX26/0517Z TEMPO 0509/0512 32005KT 4000 BR SCT009 BECMG 0513/0515 18005KT FEW015 FEW025TCU RMK PGY,SBIH,2025-07-05T01:47:00Z,2025-07-05T01:47:00Z,2025-07-05T06:00:00Z,2025-07-05T18:00:00Z,RMK PGY,-4.242,-56.001,30,2025-07-05T06:00:00Z,2025-07-05T13:00:00Z,,,,20,5,,,,,6+,,,,,FEW,1200,,,,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-05T12:00:00Z,TEMPO,,,320,5,,,,,2.49,,,BR,,SCT,900,,,,,,,,,,,,,,,,,,,,2025-07-05T13:00:00Z,2025-07-05T18:00:00Z,BECMG,1751727600,,180,5,,,,,6+,,,,,FEW,1500,,FEW,2500,TCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF SBIZ 050147Z 0506/0518 09005KT 9999 FEW020 TN22/0509Z TX33/0517Z BECMG 0516/0518 06015KT SCT025 RMK PGY,SBIZ,2025-07-05T01:47:00Z,2025-07-05T01:47:00Z,2025-07-05T06:00:00Z,2025-07-05T18:00:00Z,RMK PGY,-5.53,-47.458,131,2025-07-05T06:00:00Z,2025-07-05T16:00:00Z,,,,90,5,,,,,6+,,,,,FEW,2000,,,,,,,,,,,,,,,,,,,,2025-07-05T16:00:00Z,2025-07-05T18:00:00Z,BECMG,1751738400,,60,15,,,,,6+,,,,,SCT,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF SBAT 050147Z 0506/0518 18005KT CAVOK TN23/0509Z TX39/0517Z BECMG 0513/0515 14010KT RMK PGY,SBAT,2025-07-05T01:47:00Z,2025-07-05T01:47:00Z,2025-07-05T06:00:00Z,2025-07-05T18:00:00Z,RMK PGY,-9.872,-56.106,287,2025-07-05T06:00:00Z,2025-07-05T13:00:00Z,,,,180,5,,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,2025-07-05T13:00:00Z,2025-07-05T18:00:00Z,BECMG,1751727600,,140,10,,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF SBVH 050147Z 0506/0518 13005KT CAVOK TN14/0510Z TX26/0517Z BECMG 0512/0514 10010KT RMK PGY,SBVH,2025-07-05T01:47:00Z,2025-07-05T01:47:00Z,2025-07-05T06:00:00Z,2025-07-05T18:00:00Z,RMK PGY,-12.694,-60.098,615,2025-07-05T06:00:00Z,2025-07-05T12:00:00Z,,,,130,5,,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,2025-07-05T12:00:00Z,2025-07-05T18:00:00Z,BECMG,1751724000,,100,10,,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF SBCZ 050147Z 0506/0606 18005KT 9999 SCT008 TN17/0512Z TX28/0518Z BECMG 0512/0514 15008KT BECMG 0520/0522 18005KT BECMG 0600/0602 00000KT CAVOK BECMG 0604/0606 18005KT SCT008 RMK PGY,SBCZ,2025-07-05T01:47:00Z,2025-07-05T01:47:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,RMK PGY,-7.597,-72.774,193,2025-07-05T06:00:00Z,2025-07-05T12:00:00Z,,,,180,5,,,,,6+,,,,,SCT,800,,,,,,,,,,,,,,,,,,,,2025-07-05T12:00:00Z,2025-07-05T20:00:00Z,BECMG,1751724000,,150,8,,,,,6+,,,,,SCT,800,,,,,,,,,,,,,,,,,,,,2025-07-05T20:00:00Z,2025-07-06T00:00:00Z,BECMG,1751752800,,180,5,,,,,6+,,,,,SCT,800,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T04:00:00Z,BECMG,1751767200,,0,0,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2025-07-06T04:00:00Z,2025-07-06T06:00:00Z,BECMG,1751781600,,180,5,,,,,6+,,,NSW,,SCT,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD SPYL 050015Z 0500/0524 27005KT 9999 BKN008 TX29/0520Z TN18/0510Z BECMG 0510/0512 15014KT BECMG 0512/0514 CAVOK,SPYL,2025-07-05T00:15:00Z,2025-07-05T00:15:00Z,2025-07-05T00:00:00Z,2025-07-06T00:00:00Z,,-4.577,-81.254,89,2025-07-05T00:00:00Z,2025-07-05T10:00:00Z,,,,270,5,,,,,6+,,,,,BKN,800,,,,,,,,,,,,,,,,,,,,2025-07-05T10:00:00Z,2025-07-05T12:00:00Z,BECMG,1751716800,,150,14,,,,,6+,,,,,BKN,800,,,,,,,,,,,,,,,,,,,,2025-07-05T12:00:00Z,2025-07-06T00:00:00Z,BECMG,1751724000,,150,14,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF OTBH 050000Z 0500/0606 32012KT 8000 HZ SKC QNH2941INS TEMPO 0504/0506 33020G30KT 6000 BLDU BECMG 0506/0507 33025G35KT 6000 BLDU SKC QNH2944INS TEMPO 0514/0516 32018G25KT BECMG 0515/0516 30012KT 9000 HZ SKC QNH2943INS TX43/0512Z TN32/0503Z,OTBH,2025-07-05T00:00:00Z,2025-07-05T00:00:00Z,2025-07-05T00:00:00Z,2025-07-06T06:00:00Z,,25.117,51.315,40,2025-07-05T00:00:00Z,2025-07-05T06:00:00Z,,,,320,12,,,,,4.97,,,HZ,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T04:00:00Z,2025-07-05T06:00:00Z,TEMPO,,,330,20,30,,,,3.73,,,BLDU,,,,,,,,,,,,,,,,,,,,,,,2025-07-05T06:00:00Z,2025-07-05T15:00:00Z,BECMG,1751698800,,330,25,35,,,,3.73,,,BLDU,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T14:00:00Z,2025-07-05T16:00:00Z,TEMPO,,,320,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-05T15:00:00Z,2025-07-06T06:00:00Z,BECMG,1751731200,,300,12,,,,,5.59,,,HZ,,SKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF KLUF 050000Z 0500/0606 21012KT 9999 FEW080 QNH2989INS BECMG 0502/0503 VRB06KT 9999 SCT080 QNH2993INS BECMG 0520/0521 21009KT 9999 BKN150 QNH2987INS TX39/0523Z TN25/0513Z LAST NO AMDS AFT 0503 NEXT 0812,KLUF,2025-07-05T00:00:00Z,2025-07-05T00:00:00Z,2025-07-05T00:00:00Z,2025-07-06T06:00:00Z,,33.538,-112.38,333,2025-07-05T00:00:00Z,2025-07-05T02:00:00Z,,,,210,12,,,,,6+,,,,,FEW,8000,,,,,,,,,,,,,,,,,,,,2025-07-05T02:00:00Z,2025-07-05T20:00:00Z,BECMG,1751684400,,VRB,6,,,,,6+,,,,,SCT,8000,,,,,,,,,,,,,,,,,,,,2025-07-05T20:00:00Z,2025-07-06T06:00:00Z,BECMG,1751749200,,210,9,,,,,6+,,,,,BKN,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF CYMJ 042340Z 0500/0512 34015G25KT P6SM FEW130 FEW250 BECMG 0500/0502 34012KT BECMG 0503/0505 31008KT FM050800 28008KT P6SM BKN200 RMK NXT FCST BY 050600Z,CYMJ,2025-07-04T23:40:00Z,2025-07-04T23:40:00Z,2025-07-05T00:00:00Z,2025-07-05T12:00:00Z,RMK NXT FCST BY 050600Z,50.33,-105.559,578,2025-07-05T00:00:00Z,2025-07-05T12:00:00Z,,,,340,15,25,,,,6+,,,,,FEW,13000,,FEW,25000,,,,,,,,,,,,,,,,,2025-07-05T00:00:00Z,2025-07-05T03:00:00Z,BECMG,1751680800,,340,12,,,,,6+,,,,,FEW,13000,,FEW,25000,,,,,,,,,,,,,,,,,2025-07-05T03:00:00Z,2025-07-05T08:00:00Z,BECMG,1751691600,,310,8,,,,,6+,,,,,FEW,13000,,FEW,25000,,,,,,,,,,,,,,,,,2025-07-05T08:00:00Z,2025-07-05T12:00:00Z,FM,,,280,8,,,,,6+,,,,,BKN,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF CYBK 042340Z 0500/0512 36015KT P6SM BKN050 BKN080 BKN200 TEMPO 0500/0502 P6SM -RA BKN030 FM050200 36015KT P6SM SCT080 TEMPO 0502/0504 BKN060 RMK NXT FCST BY 050600Z,CYBK,2025-07-04T23:40:00Z,2025-07-04T23:40:00Z,2025-07-05T00:00:00Z,2025-07-05T12:00:00Z,RMK NXT FCST BY 050600Z,64.306,-96.078,14,2025-07-05T00:00:00Z,2025-07-05T02:00:00Z,,,,360,15,,,,,6+,,,,,BKN,5000,,BKN,8000,,BKN,20000,,,,,,,,,,,,,,2025-07-05T00:00:00Z,2025-07-05T02:00:00Z,TEMPO,,,,,,,,,6+,,,-RA,,BKN,3000,,,,,,,,,,,,,,,,,,,,2025-07-05T02:00:00Z,2025-07-05T12:00:00Z,FM,,,360,15,,,,,6+,,,,,SCT,8000,,,,,,,,,,,,,,,,,,,,2025-07-05T02:00:00Z,2025-07-05T04:00:00Z,TEMPO,,,,,,,,,,,,,,BKN,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF LKNA 042300Z 0500/0600 VRB02KT CAVOK BECMG 0506/0508 15008KT,LKNA,2025-07-04T23:00:00Z,2025-07-04T23:00:00Z,2025-07-05T00:00:00Z,2025-07-06T00:00:00Z,,49.166,16.125,460,2025-07-05T00:00:00Z,2025-07-05T06:00:00Z,,,,VRB,2,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2025-07-05T06:00:00Z,2025-07-06T00:00:00Z,BECMG,1751702400,,150,8,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF LRCT 042300Z 0500/0600 34015KT 9999 BKN120 BECMG 0504/0506 SKC,LRCT,2025-07-04T23:00:00Z,2025-07-04T23:00:00Z,2025-07-05T00:00:00Z,2025-07-06T00:00:00Z,,46.496,23.892,324,2025-07-05T00:00:00Z,2025-07-05T04:00:00Z,,,,340,15,,,,,6+,,,,,BKN,12000,,,,,,,,,,,,,,,,,,,,2025-07-05T04:00:00Z,2025-07-06T00:00:00Z,BECMG,1751695200,,340,15,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF DRZR 042300Z 0500/0524 24010KT 9999 FEW040 PROB30 0514/0519 TS FEW045CB,DRZR,2025-07-04T23:00:00Z,2025-07-04T23:00:00Z,2025-07-05T00:00:00Z,2025-07-06T00:00:00Z,,13.779,8.984,457,2025-07-05T00:00:00Z,2025-07-06T00:00:00Z,,,,240,10,,,,,6+,,,,,FEW,4000,,,,,,,,,,,,,,,,,,,,2025-07-05T14:00:00Z,2025-07-05T19:00:00Z,PROB,,30,,,,,,,,,,TS,,FEW,4500,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
