raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover_1,cloud_base_ft_agl_1,sky_cover_2,cloud_base_ft_agl_2,sky_cover_3,cloud_base_ft_agl_3,sky_cover_4,cloud_base_ft_agl_4,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KY23 051055Z AUTO 13004KT 10SM SCT048 SCT065 25/21 A2985 RMK AO2 T02510208,KY23,2025-07-05T10:55:00Z,45.311,-91.638,25.1,20.8,130,4,,10+,29.85,,,TRUE,TRUE,,,,,,,SCT,4800,SCT,6500,,,,,VFR,,,,,,,,,,,,METAR,322
KY19 051055Z AUTO 36013KT 10SM CLR 18/10 A2999 RMK AO2,KY19,2025-07-05T10:55:00Z,46.7648,-100.894,18,10,360,13,,10+,29.99,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,591
KXSA 051055Z AUTO 00000KT 5SM BR CLR 18/18 A3018 RMK AO2 T01750175,KXSA,2025-07-05T10:55:00Z,37.8606,-76.9016,17.5,17.5,0,0,,5,30.18,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,41
KXNO 051055Z AUTO 01007KT 10SM CLR 22/21 A3005 RMK AO2 SLP176 T02230209 $,KXNO,2025-07-05T10:55:00Z,33.612,-81.07,22.3,20.9,10,7,,10+,30.05,1017.6,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,94
KXMR 051055Z AUTO 25005KT 5SM BR OVC012 25/24 A2989 RMK AO2 SLP125 T02520238 $,KXMR,2025-07-05T10:55:00Z,28.4674,-80.5589,25.2,23.8,250,5,,5,29.89,1012.5,,TRUE,TRUE,TRUE,,,,,BR,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,5
KXLL 051055Z AUTO 00000KT 4SM BR CLR 15/15 A3021 RMK AO2 TSNO,KXLL,2025-07-05T10:55:00Z,40.5704,-75.4894,15,15,0,0,,4,30.21,,,TRUE,TRUE,,,TRUE,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,118
KXIF 051055Z AUTO 00000KT 9SM CLR 15/14 A3018 RMK AO2 SLP220 T01540141 $,KXIF,2025-07-05T10:55:00Z,-99.99,-99.99,15.4,14.1,0,0,,9,30.18,1022,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KX60 051055Z AUTO 01004KT 7SM CLR 24/23 A2996 RMK AO2 T02380233,KX60,2025-07-05T10:55:00Z,29.3524,-82.4743,23.8,23.3,10,4,,7,29.96,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21
KX59 051055Z AUTO 21004KT 9SM CLR 23/23 A2992 RMK AO2 T02330233 $,KX59,2025-07-05T10:55:00Z,27.9624,-80.561,23.3,23.3,210,4,,9,29.92,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,8
KWRI 051055Z 00000KT 10SM CLR 19/16 A3016 RMK AO2A SLP212 T01850161 $,KWRI,2025-07-05T10:55:00Z,40.016,-74.591,18.5,16.1,0,0,,10+,30.16,1021.2,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,35
KWDR 051055Z AUTO 00000KT 1 3/4SM BR VV007 21/19 A3014 RMK AO2,KWDR,2025-07-05T10:55:00Z,33.981,-83.667,21,19,0,0,,1.75,30.14,,,TRUE,TRUE,,,,,,BR,OVX,0,,,,,,,IFR,,,,,,,,,,,700,METAR,280
KWDG 051055Z AUTO 18005KT 10SM 22/22 A2995 RMK AO2,KWDG,2025-07-05T10:55:00Z,36.3781,-97.7888,22,22,180,5,,10+,29.95,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,352
KW99 051055Z AUTO 00000KT 5SM BR CLR 17/17 A3020 RMK AO2 T01700170 $,KW99,2025-07-05T10:55:00Z,38.9947,-79.1421,17,17,0,0,,5,30.20,,,TRUE,TRUE,TRUE,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,288
KW81 051055Z AUTO 00000KT 5SM SCT050 17/16 A3018 RMK AO1 T01740160,KW81,2025-07-05T10:55:00Z,37.1813,-78.0977,17.4,16,0,0,,5,30.18,,,TRUE,TRUE,,,,,,,SCT,5000,,,,,,,MVFR,,,,,,,,,,,,METAR,121
KW78 051055Z AUTO 00000KT 10SM OVC075 19/18 A3016 RMK AO1 T01890176,KW78,2025-07-05T10:55:00Z,36.7087,-78.846,18.9,17.6,0,0,,10+,30.16,,,TRUE,TRUE,,,,,,,OVC,7500,,,,,,,VFR,,,,,,,,,,,,METAR,120
KW75 051055Z AUTO 00000KT 10SM CLR 19/18 A3017 RMK AO1 T01900179,KW75,2025-07-05T10:55:00Z,37.6024,-76.4477,19,17.9,0,0,,10+,30.17,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,8
KW63 051055Z AUTO 00000KT 10SM BKN065 22/20 A3015 RMK AO1,KW63,2025-07-05T10:55:00Z,36.6008,-78.5559,22,20,0,0,,10+,30.15,,,TRUE,TRUE,,,,,,,BKN,6500,,,,,,,VFR,,,,,,,,,,,,METAR,126
KW31 051055Z AUTO 00000KT 10SM CLR 18/18 A3017 RMK AO1 T01840184,KW31,2025-07-05T10:55:00Z,36.9599,-78.1838,18.4,18.4,0,0,,10+,30.17,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,159
KW22 051055Z AUTO 00000KT 5SM BR CLR 17/17 A3020 RMK AO2,KW22,2025-07-05T10:55:00Z,39.001,-80.2712,17,17,0,0,,5,30.20,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,497
KW13 051055Z AUTO 19003KT 10SM CLR 18/18 A3021 RMK AO1 T01810180,KW13,2025-07-05T10:55:00Z,38.077,-78.944,18.1,18,190,3,,10+,30.21,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,440
KVYS 051055Z AUTO 20005KT 10SM CLR 21/20 A3003 RMK AO2 T02130195,KVYS,2025-07-05T10:55:00Z,41.3517,-89.1496,21.3,19.5,200,5,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,198
KVWU 051055Z AUTO 27005KT 10SM SCT065 23/22 A2982 RMK AO2,KVWU,2025-07-05T10:55:00Z,48.1502,-94.512,23,22,270,5,,10+,29.82,,,TRUE,TRUE,,,,,,,SCT,6500,,,,,,,VFR,,,,,,,,,,,,METAR,359
KVVS 051055Z AUTO 01003KT 10SM CLR 18/16 A3019 RMK AO2 T01790158,KVVS,2025-07-05T10:55:00Z,39.9581,-79.6575,17.9,15.8,10,3,,10+,30.19,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,386
KVTP 051055Z AUTO 29004KT 10SM CLR 12/M10 A3065 RMK AO2,KVTP,2025-07-05T10:55:00Z,37.512,-105.171,12,-10,290,4,,10+,30.65,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3086
KVTI 051055Z AUTO 16006KT 10SM SCT110 23/22 A2994 RMK AO2 T02270220,KVTI,2025-07-05T10:55:00Z,42.2176,-92.0248,22.7,22,160,6,,10+,29.94,,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,256
KVPS 051055Z AUTO 01005KT 10SM CLR 24/22 A2997 RMK AO2 SLP155 T02400219 $,KVPS,2025-07-05T10:55:00Z,30.483,-86.526,24,21.9,10,5,,10+,29.97,1015.5,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21
KVPC 051055Z AUTO 00000KT 22/21 A3012 RMK AO2 PWINO,KVPC,2025-07-05T10:55:00Z,34.1158,-84.8507,22,21,0,0,,,30.12,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,METAR,234
KVOK 051055Z AUTO 16008KT 10SM CLR 24/20 A2991 RMK AO2 SLP124 T02380199 $,KVOK,2025-07-05T10:55:00Z,43.938,-90.253,23.8,19.9,160,8,,10+,29.91,1012.4,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,278
KVNW 051055Z AUTO 00000KT 7SM CLR 20/18 A3012 RMK AO2,KVNW,2025-07-05T10:55:00Z,40.8633,-84.613,20,18,0,0,,7,30.12,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,238
KVLL 051055Z AUTO 22004KT 1 1/4SM BR CLR 22/21 A3008 RMK AO2,KVLL,2025-07-05T10:55:00Z,42.543,-83.178,22,21,220,4,,1.25,30.08,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,214
KVJI 051055Z AUTO 00000KT 10SM CLR 18/16 A3022 RMK AO2,KVJI,2025-07-05T10:55:00Z,36.6871,-82.037,18,16,0,0,,10+,30.22,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,636
KVHN 051055Z AUTO 26008KT 10SM CLR 26/13 A3011 RMK AO2 T02570131,KVHN,2025-07-05T10:55:00Z,31.0602,-104.783,25.7,13.1,260,8,,10+,30.11,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1200
KVGN 051055Z AUTO 11005KT 9SM CLR 09/08 A3005 RMK AO2 SLP178 T00940078 $,KVGN,2025-07-05T10:55:00Z,34.8494,-120.6,9.4,7.8,110,5,,9,30.05,1017.8,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,93
KVGC 051055Z AUTO 00000KT 7SM CLR 10/ A3019 RMK AO2,KVGC,2025-07-05T10:55:00Z,42.8444,-75.5637,10,,0,0,,7,30.19,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,346
KVER 051055Z AUTO 17005KT 10SM BKN095 BKN120 A3002 RMK AO2,KVER,2025-07-05T10:55:00Z,38.9496,-92.6842,,,170,5,,10+,30.02,,,TRUE,TRUE,,,,,,,BKN,9500,BKN,12000,,,,,VFR,,,,,,,,,,,,METAR,209
KVDF 051055Z AUTO 00000KT 4SM BR SCT120 22/22 A2995 RMK AO2 P0001,KVDF,2025-07-05T10:55:00Z,28.0198,-82.3415,22,22,0,0,,4,29.95,,,TRUE,TRUE,,,,,,BR,SCT,12000,,,,,,,MVFR,,,,,,0.01,,,,,,METAR,5
KVBW 051055Z AUTO 00000KT 5SM CLR 18/18 A3020 RMK AO1 T01760176,KVBW,2025-07-05T10:55:00Z,38.366,-78.968,17.6,17.6,0,0,,5,30.20,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,362
KVBG 051055Z AUTO 00000KT 8SM BKN005 11/10 A3006 RMK AO2 SLP182 T01050097 TSNO $,KVBG,2025-07-05T10:55:00Z,34.733,-120.583,10.5,9.7,0,0,,8,30.06,1018.2,,TRUE,TRUE,TRUE,,TRUE,,,,BKN,500,,,,,,,IFR,,,,,,,,,,,,METAR,96
KVAD 051055Z AUTO 03005KT 10SM CLR 23/22 A2999 RMK AO2 SLP156 T02310217 $,KVAD,2025-07-05T10:55:00Z,30.979,-83.192,23.1,21.7,30,5,,10+,29.99,1015.6,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,70
KUYF 051055Z AUTO 00000KT 10SM CLR 20/18 A3015 RMK AO2,KUYF,2025-07-05T10:55:00Z,39.9312,-83.465,20,18,0,0,,10+,30.15,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,326
KUXL 051055Z AUTO 00000KT 10SM BKN120 26/24 A3001 RMK AO2 T02560243,KUXL,2025-07-05T10:55:00Z,30.135,-93.3767,25.6,24.3,0,0,,10+,30.01,,,TRUE,TRUE,,,,,,,BKN,12000,,,,,,,VFR,,,,,,,,,,,,METAR,2
KUVA 051055Z AUTO 09004KT 3SM BR BKN003 BKN009 BKN019 24/24 A2994 RMK AO2 T02390239,KUVA,2025-07-05T10:55:00Z,29.2135,-99.743,23.9,23.9,90,4,,3,29.94,,,TRUE,TRUE,,,,,,BR,BKN,300,BKN,900,BKN,1900,,,LIFR,,,,,,,,,,,,METAR,285
KUUV 051055Z AUTO 18003KT 10SM CLR 22/22 A3009 RMK AO2,KUUV,2025-07-05T10:55:00Z,38.2335,-91.1609,22,22,180,3,,10+,30.09,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,284
KUTA 051055Z AUTO 00000KT 5SM BR CLR 22/22 A3005 RMK AO2 T02240224 $,KUTA,2025-07-05T10:55:00Z,34.6766,-90.344,22.4,22.4,0,0,,5,30.05,,,TRUE,TRUE,TRUE,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,58
KUOX 051055Z AUTO 00000KT BKN060 20/20 A3007 RMK AO2 PWINO,KUOX,2025-07-05T10:55:00Z,34.3851,-89.5435,20,20,0,0,,,30.07,,,TRUE,TRUE,,,,,TRUE,,BKN,6000,,,,,,,,,,,,,,,,,,,METAR,123
KUNI 051055Z AUTO 00000KT 10SM CLR 18/17 A3014 RMK AO2 T01790168 TSNO,KUNI,2025-07-05T10:55:00Z,39.2129,-82.2204,17.9,16.8,0,0,,10+,30.14,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,232
KUMP 051055Z AUTO 00000KT 2SM BR CLR 21/21 A3011 RMK AO2 T02100210,KUMP,2025-07-05T10:55:00Z,39.936,-86.0478,21,21,0,0,,2,30.11,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,247
KULM 051055Z AUTO 14006KT 10SM 21/20 A2983 RMK AO2,KULM,2025-07-05T10:55:00Z,44.3228,-94.5024,21,20,140,6,,10+,29.83,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,305
KUKT 051055Z AUTO 00000KT 3SM BR CLR 14/15 A3020 RMK AO2,KUKT,2025-07-05T10:55:00Z,40.4368,-75.3802,14,15,0,0,,3,30.20,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,156
KUKL 051055Z AUTO 18011G15KT 10SM CLR 23/21 A2998 RMK AO2 T02320210,KUKL,2025-07-05T10:55:00Z,38.3041,-95.7217,23.2,21,180,11,15,10+,29.98,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,357
KUBE 051055Z AUTO 25004KT 10SM SCT031 SCT045 BKN075 24/21 A2985 RMK AO2,KUBE,2025-07-05T10:55:00Z,45.5046,-91.978,24,21,250,4,,10+,29.85,,,TRUE,TRUE,,,,,,,SCT,3100,SCT,4500,BKN,7500,,,VFR,,,,,,,,,,,,METAR,376
KU96 051055Z AUTO 17004KT 10SM CLR 22/00 A3013 RMK AO2 T02240004 $,KU96,2025-07-05T10:55:00Z,37.4395,-110.564,22.4,0.4,170,4,,10+,30.13,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1337
KU68 051055Z AUTO 00000KT 10SM CLR 13/10 A3010 RMK AO2,KU68,2025-07-05T10:55:00Z,44.9113,-108.447,13,10,0,0,,10+,30.10,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1244
KU64 051055Z AUTO 20005KT 10SM CLR 12/M00 A3035 RMK AO2 T01171000 $,KU64,2025-07-05T10:55:00Z,37.9333,-109.34,11.7,0,200,5,,10+,30.35,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2123
KU19 051055Z AUTO 02006KT 9SM CLR 19/09 A3007 RMK AO2 SLPNO T01890091 $,KU19,2025-07-05T10:55:00Z,40.1604,-113.351,18.9,9.1,20,6,,9,30.07,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1310
KU16 051055Z AUTO 03008KT 10SM CLR 18/08 A3009 RMK AO2 SLP141 T01810081,KU16,2025-07-05T10:55:00Z,41.059,-113.083,18.1,8.1,30,8,,10+,30.09,1014.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1292
KU14 051055Z AUTO 14006KT 10SM CLR 15/05 A3016 RMK AO2,KU14,2025-07-05T10:55:00Z,39.7381,-111.873,15,5,140,6,,10+,30.16,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1531
KTYQ 051055Z AUTO 00000KT 1SM BR VV007 19/19 A3011 RMK AO2 T01930185,KTYQ,2025-07-05T10:55:00Z,40.0345,-86.2488,19.3,18.5,0,0,,1,30.11,,,TRUE,TRUE,,,,,,BR,OVX,0,,,,,,,IFR,,,,,,,,,,,700,METAR,279
KTYL 051055Z AUTO 13003KT 10SM CLR 14/10 A3032 RMK AO2,KTYL,2025-07-05T10:55:00Z,34.4577,-110.112,14,10,130,3,,10+,30.32,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1748
KTXW 051055Z AUTO 16010KT 10SM SCT011 26/25 A2991 RMK AO2 T02630247,KTXW,2025-07-05T10:55:00Z,26.1824,-97.9742,26.3,24.7,160,10,,10+,29.91,,,TRUE,TRUE,,,,,,,SCT,1100,,,,,,,VFR,,,,,,,,,,,,METAR,21
KTWT 051055Z AUTO 00000KT 5SM BR SCT003 21/20 A3008 RMK AO2,KTWT,2025-07-05T10:55:00Z,37.5432,-87.9568,21,20,0,0,,5,30.08,,,TRUE,TRUE,,,,,,BR,SCT,300,,,,,,,MVFR,,,,,,,,,,,,METAR,113
KTTS 051055Z AUTO 29005KT 7SM CLR 25/23 A2990 RMK AO2 SLP129 T02450233 $,KTTS,2025-07-05T10:55:00Z,28.5987,-80.6815,24.5,23.3,290,5,,7,29.90,1012.9,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1
KTTF 051055Z AUTO 22002KT 1 1/4SM BR CLR 20/19 A3009 RMK AO2,KTTF,2025-07-05T10:55:00Z,41.9371,-83.4332,20,19,220,2,,1.25,30.09,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,186
KTSP 051055Z AUTO 28008KT 10SM CLR 13/05 A3018 RMK AO2,KTSP,2025-07-05T10:55:00Z,35.1387,-118.442,13,5,280,8,,10+,30.18,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1209
KTRK 051055Z AUTO 00000KT 10SM CLR 01/M01 A3028 RMK AO2,KTRK,2025-07-05T10:55:00Z,39.3154,-120.137,1,-1,0,0,,10+,30.28,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1800
KTQS 051055Z AUTO 01006KT 9SM FEW008 12/11 A3006 RMK AO2 SLP182 T01190105 $,KTQS,2025-07-05T10:55:00Z,34.633,-120.617,11.9,10.5,10,6,,9,30.06,1018.2,,TRUE,TRUE,TRUE,,,,,,FEW,800,,,,,,,VFR,,,,,,,,,,,,METAR,34
KTQH 051055Z AUTO 00000KT 10SM 21/21 RMK AO2,KTQH,2025-07-05T10:55:00Z,35.9304,-95.0025,21,21,0,0,,10+,0.00,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,265
KTOC 051055Z AUTO 32003KT 7SM BR CLR 21/19 A3015 RMK AO2 T02130188,KTOC,2025-07-05T10:55:00Z,34.588,-83.2974,21.3,18.8,320,3,,7,30.15,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,292
KTOB 051055Z AUTO 00000KT 4SM +RA SCT004 BKN009 OVC038 21/21 A2990 RMK AO2,KTOB,2025-07-05T10:55:00Z,44.0202,-92.8295,21,21,0,0,,4,29.90,,,TRUE,TRUE,,,,,,+RA,SCT,400,BKN,900,OVC,3800,,,IFR,,,,,,,,,,,,METAR,394
KTNU 051055Z AUTO 18006KT 10SM BKN080 OVC110 23/22 A2993 RMK A01,KTNU,2025-07-05T10:55:00Z,41.6701,-93.019,23,22,180,6,,10+,29.93,,,TRUE,TRUE,,,,,,,BKN,8000,OVC,11000,,,,,VFR,,,,,,,,,,,,METAR,287
KTMK 051055Z AUTO 00000KT 10SM FEW007 07/07 A3025 RMK AO2,KTMK,2025-07-05T10:55:00Z,45.421,-123.814,7,7,0,0,,10+,30.25,,,TRUE,TRUE,,,,,,,FEW,700,,,,,,,VFR,,,,,,,,,,,,METAR,8
KTMA 051055Z AUTO 00000KT 7SM CLR 22/22 A3003 RMK AO2 T02230220 $,KTMA,2025-07-05T10:55:00Z,31.4229,-83.4859,22.3,22,0,0,,7,30.03,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,105
KTKX 051055Z AUTO 00000KT 5SM BR CLR 22/22 A3004 RMK AO2,KTKX,2025-07-05T10:55:00Z,36.2226,-90.0367,22,22,0,0,,5,30.04,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,73
KTKV 051055Z 10SM SCT048 SCT065 22/19 A2994 RMK AO2 T02170185 PWINO,KTKV,2025-07-05T10:55:00Z,45.469,-89.805,21.7,18.5,,,,10+,29.94,,,,TRUE,,,,,TRUE,,SCT,4800,SCT,6500,,,,,VFR,,,,,,,,,,,,METAR,449
KTKC 051055Z AUTO 21008G13KT 10SM BKN080 BKN090 21/21 A2981 RMK AO2,KTKC,2025-07-05T10:55:00Z,44.25,-95.612,21,21,210,8,13,10+,29.81,,,TRUE,TRUE,,,,,,,BKN,8000,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,408
KTIP 051055Z AUTO 15004KT 7SM CLR 20/19 A3009 RMK AO2 T01950186,KTIP,2025-07-05T10:55:00Z,40.291,-88.146,19.5,18.6,150,4,,7,30.09,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,224
KTIK 051055Z AUTO 15005KT 10SM BKN012 OVC029 22/21 A2994 RMK AO2 BKN V OVC CIG 007 RWY31 CIG 007 RWY36 SLP127 T02240210 $,KTIK,2025-07-05T10:55:00Z,35.415,-97.386,22.4,21,150,5,,10+,29.94,1012.7,,TRUE,TRUE,TRUE,,,,,,BKN,1200,OVC,2900,,,,,MVFR,,,,,,,,,,,,METAR,387
KTIF 051055Z AUTO 30007KT 10SM CLR 18/14 A2999 RMK AO2 T01800141,KTIF,2025-07-05T10:55:00Z,41.9646,-100.569,18,14.1,300,7,,10+,29.99,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,888
KTGI 051055Z AUTO 10SM CLR 23/21 A3016 RMK AO1 T02330210,KTGI,2025-07-05T10:55:00Z,37.8279,-75.9964,23.3,21,,,,10+,30.16,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1
KTEX 051055Z AUTO 16006KT 10SM CLR 08/01 A3051 RMK AO2,KTEX,2025-07-05T10:55:00Z,37.954,-107.909,8,1,160,6,,10+,30.51,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2760
KTEW 051055Z AUTO 00000KT 10SM OVC095 23/23 A3008 RMK AO2 T02280228,KTEW,2025-07-05T10:55:00Z,42.5636,-84.4222,22.8,22.8,0,0,,10+,30.08,,,TRUE,TRUE,,,,,,,OVC,9500,,,,,,,VFR,,,,,,,,,,,,METAR,281
KTDR 051055Z AUTO 07004KT 10SM CLR 25/24 A2993 RMK AO2 SLP136 T02480237 $,KTDR,2025-07-05T10:55:00Z,30.038,-85.528,24.8,23.7,70,4,,10+,29.93,1013.6,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4
KTCM 051055Z AUTO 17003KT 10SM CLR 10/08 A3020 RMK AO2 SLP230 T01040082,KTCM,2025-07-05T10:55:00Z,47.149,-122.475,10.4,8.2,170,3,,10+,30.20,1023,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,87
KTBX 051055Z AUTO 15007KT 10SM CLR 13/02 A3035 RMK AO2,KTBX,2025-07-05T10:55:00Z,43.4644,-108.238,13,2,150,7,,10+,30.35,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2230
KTBN 051055Z AUTO 15005KT 9SM CLR 20/20 A3004 RMK AO2 SLP164 T02040196,KTBN,2025-07-05T10:55:00Z,37.7445,-92.1447,20.4,19.6,150,5,,9,30.04,1016.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,349
KT82 051055Z AUTO 19003KT 7SM OVC007 24/23 A2997 RMK AO2 LTG DSNT NE T02400230,KT82,2025-07-05T10:55:00Z,30.239,-98.904,24,23,190,3,,7,29.97,,,TRUE,TRUE,,,,,,,OVC,700,,,,,,,IFR,,,,,,,,,,,,METAR,509
KT78 051055Z AUTO 14004KT 9SM OVC110 25/24 A2997 RMK AO2,KT78,2025-07-05T10:55:00Z,30.0754,-94.6996,25,24,140,4,,9,29.97,,,TRUE,TRUE,,,,,,,OVC,11000,,,,,,,VFR,,,,,,,,,,,,METAR,21
KT74 051055Z AUTO 15008G15KT 7SM SCT009 BKN038 OVC050 24/24 A2995 RMK AO2 LTG DSNT NW T02450237,KT74,2025-07-05T10:55:00Z,30.5704,-97.4447,24.5,23.7,150,8,15,7,29.95,,,TRUE,TRUE,,,,,,,SCT,900,BKN,3800,OVC,5000,,,VFR,,,,,,,,,,,,METAR,169
KT70 051055Z AUTO 14006KT 10SM CLR 24/24 A2989 RMK AO2 SLP109 T02440235 $,KT70,2025-07-05T10:55:00Z,29.117,-100.473,24.4,23.5,140,6,,10+,29.89,1010.9,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,296
KT69 051055Z AUTO 01011KT 7SM OVC001 27/26 A2992 RMK A01,KT69,2025-07-05T10:55:00Z,28.0418,-97.541,27,26,10,11,,7,29.92,,,TRUE,TRUE,,,,,,,OVC,100,,,,,,,LIFR,,,,,,,,,,,,METAR,15
KT20 051055Z AUTO 14004KT 5SM -RA SCT014 BKN031 OVC070 26/25 A2993 RMK AO2 LTG DSNT N AND NW P0009 T02570248,KT20,2025-07-05T10:55:00Z,29.5301,-97.463,25.7,24.8,140,4,,5,29.93,,,TRUE,TRUE,,,,,,-RA,SCT,1400,BKN,3100,OVC,7000,,,MVFR,,,,,,0.09,,,,,,METAR,107
